Instrument,Year,AsOfDate,Currency,MarketCap_EUR
WPP.L,2020,2020-12-31,EUR,10974493981.0996
HRMS.PA,2020,2020-12-31,EUR,92858854795.2
SQN.S,2020,2020-12-31,EUR,1259578012.09161
HMb.ST,2020,2020-12-31,EUR,28047181540.2333
RYA.I,2020,2020-12-31,EUR,18326976540.14
BIOX.PA,2020,2020-12-31,EUR,13658884788.0
INGA.AS,2020,2020-12-31,EUR,29805009040.035
HRA.MI,2020,2020-12-31,EUR,4546072249.74
IDR.MC,2020,2020-12-31,EUR,1233047725.96
EXOR.AS,2020,2020-12-31,EUR,15959020000.0
BTRW.L,2020,2020-12-31,EUR,7638330789.05408
ARGX.BR,2020,2020-12-31,EUR,11456746818.0
LIFCOb.ST,2020,2020-12-31,EUR,6812471200.53755
KSP.I,2020,2020-12-31,EUR,10424874290.6
EZJ.L,2020,2020-12-31,EUR,4244211304.87237
VNAn.DE,2020,2020-12-31,EUR,33591058980.6464
AIRP.PA,2020,2020-12-31,EUR,63582017512.0345
JMAT.L,2020,2020-12-31,EUR,5254222121.13841
BMEB.L,2020,2020-12-31,EUR,4697475918.49789
REY.MI,2020,2020-12-31,EUR,3625167373.2
BCP.LS,2020,2020-12-31,EUR,1862043562.0864
QQ.L,2020,2020-12-31,EUR,2056011505.39127
INCH.L,2020,2020-12-31,EUR,2833250098.69198
AKZO.AS,2020,2020-12-31,EUR,16953693772.42
WIHL.ST,2020,2020-12-31,EUR,2818122316.97545
NEKG.DE,2020,2020-12-31,EUR,6802950000.0
ESSITYb.ST,2020,2020-12-31,EUR,18646444197.7562
ACLN.S,2020,2020-12-31,EUR,
SAND.ST,2020,2020-12-31,EUR,24005359884.3276
METSO.HE,2020,2020-12-31,EUR,6930209598.4
GBFG.DE,2020,2020-12-31,EUR,1151203453.68
ZALG.DE,2020,2020-12-31,EUR,24084781902.72
ANDR.VI,2020,2020-12-31,EUR,3854240000.0
FER.MC,2020,2020-12-31,EUR,16563592471.1636
INVEb.ST,2020,2020-12-31,EUR,46268661484.639
TLXGn.DE,2020,2020-12-31,EUR,7953013565.64
PRY.MI,2020,2020-12-31,EUR,7835174868.12
SOON.S,2020,2020-12-31,EUR,13870988236.0061
BT.L,2020,2020-12-31,EUR,14683136699.5167
FPE3_p.DE,2020,2020-12-31,EUR,5825490000.0
EUFI.PA,2020,2020-12-31,EUR,13090674932.5
AKE.PA,2020,2020-12-31,EUR,7174860506.0
AZN.L,2020,2020-12-31,EUR,107632682766.19
CNA.L,2020,2020-12-31,EUR,3048082493.35002
RXL.PA,2020,2020-12-31,EUR,3681197578.30806
ASML.AS,2020,2020-12-31,EUR,166781738371.5
COLOb.CO,2020,2020-12-31,EUR,27227668895.1841
ESLX.PA,2020,2020-12-31,EUR,55994532652.4
GSK.L,2020,2020-12-31,EUR,61065795252.3407
PUBP.PA,2020,2020-12-31,EUR,9287116022.62394
REL.L,2020,2020-12-31,EUR,56506735566.2441
ELE.MC,2020,2020-12-31,EUR,23663109814.95
ORAN.PA,2020,2020-12-31,EUR,25892990934.666
RBREW.CO,2020,2020-12-31,EUR,4673206134.16562
SY1G.DE,2020,2020-12-31,EUR,14883384439.0
CMBN.S,2020,2020-12-31,EUR,2948816725.29218
ORNBV.HE,2020,2020-12-31,EUR,5354621645.2
BBOXT.L,2020,2020-12-31,EUR,3231492169.1306
EBP.WA,2020,2020-12-31,EUR,4188405529.60191
EDEN.PA,2020,2020-12-31,EUR,11443933319.91
HOTG.DE,2020,2020-12-31,EUR,5513975481.35
TEGG.DE,2020,2020-12-31,EUR,3773807322.28373
AG1G.DE,2020,2020-12-31,EUR,
ASSAb.ST,2020,2020-12-31,EUR,22393189988.6956
GIVN.S,2020,2020-12-31,EUR,32548891461.7676
VIS.MC,2020,2020-12-31,EUR,2699324947.0633
VOD.L,2020,2020-12-31,EUR,36332620955.607
TRN.MI,2020,2020-12-31,EUR,12526270144.0
GF.S,2020,2020-12-31,EUR,4365260228.14129
SMIN.L,2020,2020-12-31,EUR,6675954771.31085
MNDI.L,2020,2020-12-31,EUR,8492447445.37269
VERB.VI,2020,2020-12-31,EUR,24666513706.0
BAVA.CO,2020,2020-12-31,EUR,1479233477.67812
STB.OL,2020,2020-12-31,EUR,2806921555.80196
AUTOA.L,2020,2020-12-31,EUR,6446547251.34557
VZN.S,2020,2020-12-31,EUR,3060914376.48928
FRO.OL,2020,2020-12-31,EUR,1033010383.38342
RTO.L,2020,2020-12-31,EUR,10579321862.4735
LOIM.PA,2020,2020-12-31,EUR,5281561551.32325
SUNN.S,2020,2020-12-31,EUR,
SLHN.S,2020,2020-12-31,EUR,12198743421.8555
IPN.PA,2020,2020-12-31,EUR,5691006315.4
FRES.L,2020,2020-12-31,EUR,9046893897.02682
IMB.L,2020,2020-12-31,EUR,16269303532.8658
RWEG.DE,2020,2020-12-31,EUR,24310110725.6
TUB.BR,2020,2020-12-31,EUR,3676740594.8
VLOF.PA,2020,2020-12-31,EUR,7802637768.84
WLSNc.AS,2020,2020-12-31,EUR,18474665526.18
LLOY.L,2020,2020-12-31,EUR,28899660795.9727
HEIO.AS,2020,2020-12-31,EUR,22192724444.4
SRENH.S,2020,2020-12-31,EUR,24236974103.7524
BEZG.L,2020,2020-12-31,EUR,2485613856.84169
NHY.OL,2020,2020-12-31,EUR,7774661856.43848
CPRI.MI,2020,2020-12-31,EUR,10709952000.0
AEGN.AS,2020,2020-12-31,EUR,8659881247.375
LOGN.S,2020,2020-12-31,EUR,14016392540.9718
TCAPI.L,2020,2020-12-31,EUR,1502278019.66616
LATOb.ST,2020,2020-12-31,EUR,12592790189.5392
BGN.MI,2020,2020-12-31,EUR,3213420017.5
SBMO.AS,2020,2020-12-31,EUR,2936668862.325
AOO.BR,2020,2020-12-31,EUR,3252411058.80239
IETB.BR,2020,2020-12-31,EUR,2571976030.71038
PSPN.S,2020,2020-12-31,EUR,4984457833.8039
CDR.WA,2020,2020-12-31,EUR,6114151193.6614
VOLVb.ST,2020,2020-12-31,EUR,38090030073.7936
STMN.S,2020,2020-12-31,EUR,15252286980.9899
EPIRa.ST,2020,2020-12-31,EUR,17599926383.9637
NAFG.DE,2020,2020-12-31,EUR,2950060163.26
BMWG.DE,2020,2020-12-31,EUR,46400557387.36
EVOG.ST,2020,2020-12-31,EUR,17174260818.6196
DPLM.L,2020,2020-12-31,EUR,3056835699.19116
BWY.L,2020,2020-12-31,EUR,4080631365.00849
AXAF.PA,2020,2020-12-31,EUR,47187536900.4
UNI.MC,2020,2020-12-31,EUR,1129529132.16
NWG.L,2020,2020-12-31,EUR,21241044467.0212
DEMANT.CO,2020,2020-12-31,EUR,7583404175.70708
CRDI.MI,2020,2020-12-31,EUR,16965156252.149
WDPP.BR,2020,2020-12-31,EUR,4937413881.42
ELIS.PA,2020,2020-12-31,EUR,3023398830.9
TOM.OL,2020,2020-12-31,EUR,5893069504.50094
ALEP.WA,2020,2020-12-31,EUR,18979775536.6554
GRLS.MC,2020,2020-12-31,EUR,14207154772.44
FRAG.DE,2020,2020-12-31,EUR,4253560384.0
MKS.L,2020,2020-12-31,EUR,2985139866.24507
SABE.MC,2020,2020-12-31,EUR,2022033647.778
MICCT.AS,2020,2020-12-31,EUR,
CRDA.L,2020,2020-12-31,EUR,10302762788.1164
DLG.MI,2020,2020-12-31,EUR,3881141979.92
CAST.ST,2020,2020-12-31,EUR,5635517433.27258
SRP.L,2020,2020-12-31,EUR,1650082746.57539
SGE.L,2020,2020-12-31,EUR,7141783325.9186
ADYEN.AS,2020,2020-12-31,EUR,57735966570.0
HNKG_p.DE,2020,2020-12-31,EUR,37254082950.0
AENA.MC,2020,2020-12-31,EUR,21330000000.0
OMVV.VI,2020,2020-12-31,EUR,10714909081.98
RHMG.DE,2020,2020-12-31,EUR,3828822915.0
FOUG.PA,2020,2020-12-31,EUR,7745920000.0
BPTB.L,2020,2020-12-31,EUR,
PSN.L,2020,2020-12-31,EUR,9884109311.54294
MRON.L,2020,2020-12-31,EUR,6169218860.49
ALSO.PA,2020,2020-12-31,EUR,13750173646.5358
STERV.HE,2020,2020-12-31,EUR,12412777325.38
IMI.L,2020,2020-12-31,EUR,3550539597.68886
PRX.AS,2020,2020-12-31,EUR,143432003685.582
ROPC.S,2020,2020-12-31,EUR,247592389150.157
PNN.L,2020,2020-12-31,EUR,3083305398.75795
G24n.DE,2020,2020-12-31,EUR,7060760000.0
BGEO.L,2020,2020-12-31,EUR,671576790.524741
ZELA.CO,2020,2020-12-31,EUR,1200976409.90753
ALSYDB.CO,2020,2020-12-31,EUR,1066494881.31545
NOKIA.HE,2020,2020-12-31,EUR,17891722750.1555
CAMX.ST,2020,2020-12-31,EUR,990001080.403393
SPIE.PA,2020,2020-12-31,EUR,2852089410.56
NXT.L,2020,2020-12-31,EUR,9932522656.24618
FDJU.PA,2020,2020-12-31,EUR,7145310000.0
MT.AS,2020,2020-12-31,EUR,20821048495.36
NOVOb.CO,2020,2020-12-31,EUR,121185479320.897
IVG.MI,2020,2020-12-31,EUR,
VTYV.L,2020,2020-12-31,EUR,2337675824.52446
BBVA.MC,2020,2020-12-31,EUR,26550477503.3669
CVC.AS,2020,2020-12-31,EUR,
KBC.BR,2020,2020-12-31,EUR,23851085093.76
AIBG.I,2020,2020-12-31,EUR,4562874859.397
PUMG.DE,2020,2020-12-31,EUR,13782355603.2
ULVR.L,2020,2020-12-31,EUR,123034612761.18
CSG.AS,2020,2020-12-31,EUR,
AM.PA,2020,2020-12-31,EUR,7455793137.0
GAW.L,2020,2020-12-31,EUR,4109369602.69522
GALP.LS,2020,2020-12-31,EUR,7259260058.79
P911_p.DE,2020,2020-12-31,EUR,
VEND.OL,2020,2020-12-31,EUR,10548411405.8148
EXHO.PA,2020,2020-12-31,EUR,7052801159.83401
HLMA.L,2020,2020-12-31,EUR,10408964834.6812
INWT.MI,2020,2020-12-31,EUR,9378246514.4
GFCP.PA,2020,2020-12-31,EUR,9650615838.0
WISEa.L,2020,2020-12-31,EUR,
KYGa.I,2020,2020-12-31,EUR,20938954266.0
WALLb.ST,2020,2020-12-31,EUR,4013685231.58993
NG.L,2020,2020-12-31,EUR,34091680484.8161
PLUSP.L,2020,2020-12-31,EUR,1483048380.67993
INDUc.ST,2020,2020-12-31,EUR,11770305078.3591
DANSKE.CO,2020,2020-12-31,EUR,11709905926.2513
SCHP.S,2021,2021-12-31,EUR,25540885359.8687
NTGY.MC,2021,2021-12-31,EUR,27740650846.61
ADEN.S,2021,2021-12-31,EUR,7620132159.27863
SPSN.S,2021,2021-12-31,EUR,6458952419.8339
SOF.BR,2021,2021-12-31,EUR,14796001343.196
SSE.L,2021,2021-12-31,EUR,20916615197.9235
AAK.ST,2021,2021-12-31,EUR,4954425452.88892
SDR.L,2021,2021-12-31,EUR,11126037645.7973
SASY.PA,2021,2021-12-31,EUR,111340869632.246
NSISb.CO,2021,2021-12-31,EUR,20360666621.2973
CPG.L,2021,2021-12-31,EUR,34170330938.0093
EMSN.S,2021,2021-12-31,EUR,23050442872.8832
KBX.DE,2021,2021-12-31,EUR,14182376000.0
AIR.PA,2021,2021-12-31,EUR,87141239851.7527
URW.PA,2021,2021-12-31,EUR,8540187913.92
LPPP.WA,2021,2021-12-31,EUR,6800880438.29381
FORTUM.HE,2021,2021-12-31,EUR,22915970997.3253
BAYGn.DE,2021,2021-12-31,EUR,46837068109.35
QLT.L,2021,2021-12-31,EUR,2446213103.87014
SAPG.DE,2021,2021-12-31,EUR,151795399371.3
AAF.L,2021,2021-12-31,EUR,5979817835.39951
LUNDb.ST,2021,2021-12-31,EUR,12244150853.4268
PEO.WA,2021,2021-12-31,EUR,7153956407.47929
STMMI.MI,2021,2021-12-31,EUR,40092994480.0
PUIGb.MC,2021,2021-12-31,EUR,
SCHN.PA,2021,2021-12-31,EUR,97527263577.9321
DSV.CO,2021,2021-12-31,EUR,49534583077.6242
JD.L,2021,2021-12-31,EUR,13370046122.7287
GMAB.CO,2021,2021-12-31,EUR,22982172336.2917
SCYR.MC,2021,2021-12-31,EUR,1393793279.14104
EMII.MI,2021,2021-12-31,EUR,2664001720.12
FTKn.DE,2021,2021-12-31,EUR,2439590416.56
ENI.MI,2021,2021-12-31,EUR,44738220873.984
HUBN.S,2021,2021-12-31,EUR,1687182000.0
INDT.ST,2021,2021-12-31,EUR,9493269349.04046
AMV0n.DE,2021,2021-12-31,EUR,
KGH.WA,2021,2021-12-31,EUR,6122549576.47001
BCU.MI,2021,2021-12-31,EUR,4294200000.0
MAP.MC,2021,2021-12-31,EUR,5640201819.4995
DLN.L,2021,2021-12-31,EUR,4560356205.79096
IG.MI,2021,2021-12-31,EUR,4929870896.52213
SOGN.PA,2021,2021-12-31,EUR,25776085976.27
LOTB.BR,2021,2021-12-31,EUR,4561512670.0
UCB.BR,2021,2021-12-31,EUR,19518642780.3
G1AG.DE,2021,2021-12-31,EUR,8616696291.28
GLEN.L,2021,2021-12-31,EUR,56866440450.1078
LOOMIS.ST,2021,2021-12-31,EUR,1809284017.09185
BMED.MI,2021,2021-12-31,EUR,6521625902.22
UHR.S,2021,2021-12-31,EUR,13937752011.2129
TPRO.MI,2021,2021-12-31,EUR,
LHAG.DE,2021,2021-12-31,EUR,8043227412.832
DRX.L,2021,2021-12-31,EUR,2874466497.7072
BCVN.S,2021,2021-12-31,EUR,5928003318.86139
EQNR.OL,2021,2021-12-31,EUR,76547370146.7554
BKGH.L,2021,2021-12-31,EUR,6145737256.8615
BAWG.VI,2021,2021-12-31,EUR,4541134380.90238
RAND.AS,2021,2021-12-31,EUR,15567751426.56
ANTO.L,2021,2021-12-31,EUR,15704149771.8091
VOWG_p.DE,2021,2021-12-31,EUR,115657800116.8
OREP.PA,2021,2021-12-31,EUR,232521235328.6
R3NK.DE,2021,2021-12-31,EUR,
ICAG.L,2021,2021-12-31,EUR,8412665924.63384
REP.MC,2021,2021-12-31,EUR,16263713172.344
DHER.DE,2021,2021-12-31,EUR,24812133805.54
ORSTED.CO,2021,2021-12-31,EUR,48388878264.6965
EVKn.DE,2021,2021-12-31,EUR,13294980000.0
FREG.DE,2021,2021-12-31,EUR,19826826076.5
SECUb.ST,2021,2021-12-31,EUR,4413867944.97869
TEL2b.ST,2021,2021-12-31,EUR,7941041230.85079
JYSK.CO,2021,2021-12-31,EUR,3373895970.99065
AALB.AS,2021,2021-12-31,EUR,6442402568.52
GJFG.OL,2021,2021-12-31,EUR,10531449555.4479
MANTA.HE,2021,2021-12-31,EUR,
RIO.L,2021,2021-12-31,EUR,95659862365.7365
HLN.L,2021,2021-12-31,EUR,
MAERSKb.CO,2021,2021-12-31,EUR,58081374116.9672
RKT.L,2021,2021-12-31,EUR,51840945314.7606
VALMT.HE,2021,2021-12-31,EUR,5679869060.1
SGEF.PA,2021,2021-12-31,EUR,55036388354.16
ENX.PA,2021,2021-12-31,EUR,9773449327.5
ALVG.DE,2021,2021-12-31,EUR,85714884649.05
LSEG.L,2021,2021-12-31,EUR,50184030243.4546
QIA.DE,2021,2021-12-31,EUR,10598342211.786
HOLN.S,2021,2021-12-31,EUR,14191446589.8181
GASI.MI,2021,2021-12-31,EUR,29755723115.62
ICGIN.L,2021,2021-12-31,EUR,7586534888.5592
HUH1V.HE,2021,2021-12-31,EUR,4089506610.75
ENT.L,2021,2021-12-31,EUR,11748262813.9245
PHP.L,2021,2021-12-31,EUR,2401606533.33841
LTMC.MI,2021,2021-12-31,EUR,
SOBIV.ST,2021,2021-12-31,EUR,5432117594.86367
SN.L,2021,2021-12-31,EUR,13543200464.898
SEBa.ST,2021,2021-12-31,EUR,27308766034.9598
SWEDa.ST,2021,2021-12-31,EUR,19786149970.7987
MOWI.OL,2021,2021-12-31,EUR,10871220446.6008
RECI.MI,2021,2021-12-31,EUR,11614811164.24
SDFGn.DE,2021,2021-12-31,EUR,2890140000.0
BALF.L,2021,2021-12-31,EUR,1993699798.40733
ALLN.S,2021,2021-12-31,EUR,3284910344.73416
BOLL.PA,2021,2021-12-31,EUR,14501438620.08
BUCN.S,2021,2021-12-31,EUR,4475125643.56436
FMEG.DE,2021,2021-12-31,EUR,16677806975.88
AXFO.ST,2021,2021-12-31,EUR,5360458313.74776
MICP.PA,2021,2021-12-31,EUR,25735053227.85
ATCOa.ST,2021,2021-12-31,EUR,71393599920.9115
NEXS.PA,2021,2021-12-31,EUR,3756420577.95
SJP.L,2021,2021-12-31,EUR,10829679683.8724
BLND.L,2021,2021-12-31,EUR,5857030198.59856
UPM.HE,2021,2021-12-31,EUR,17768061419.71
TELIA.ST,2021,2021-12-31,EUR,14180747049.4438
NIBEb.ST,2021,2021-12-31,EUR,25786118900.4849
SAGAb.ST,2021,2021-12-31,EUR,9902749238.237
AAL.L,2021,2021-12-31,EUR,41178092211.6527
BNZL.L,2021,2021-12-31,EUR,11584348356.975
BNPP.PA,2021,2021-12-31,EUR,75010334127.42
ALCC.S,2021,2021-12-31,EUR,38347858659.4059
AMUN.PA,2021,2021-12-31,EUR,14733065930.05
SFZN.S,2021,2021-12-31,EUR,3724645926.73267
PKO.WA,2021,2021-12-31,EUR,12477428043.1186
RACE.MI,2021,2021-12-31,EUR,44253342471.8
LEGn.DE,2021,2021-12-31,EUR,8890076231.25
PRU.L,2021,2021-12-31,EUR,41656984875.9603
KMAR.OL,2021,2021-12-31,EUR,
BIRG.I,2021,2021-12-31,EUR,5379010839.792
MONC.MI,2021,2021-12-31,EUR,17597803397.0
TEPRF.PA,2021,2021-12-31,EUR,23025139200.0
VIE.PA,2021,2021-12-31,EUR,22573137081.16
EXPN.L,2021,2021-12-31,EUR,39890897167.1693
HEIG.DE,2021,2021-12-31,EUR,12258169949.06
UMI.BR,2021,2021-12-31,EUR,8808800000.0
ITPG.MI,2021,2021-12-31,EUR,6979162745.4
VAR.OL,2021,2021-12-31,EUR,
TRYG.CO,2021,2021-12-31,EUR,14246910869.5343
CAPP.PA,2021,2021-12-31,EUR,37150373422.0
SYENS.BR,2021,2021-12-31,EUR,
BOUY.PA,2021,2021-12-31,EUR,12044514622.32
SSABb.ST,2021,2021-12-31,EUR,4780464005.97154
WBSV.VI,2021,2021-12-31,EUR,3692926702.92
ENR1n.DE,2021,2021-12-31,EUR,16945365900.76
KOG.OL,2021,2021-12-31,EUR,4055914888.53415
AMA.MC,2021,2021-12-31,EUR,27498471473.2
SHEL.AS,2021,2021-12-31,EUR,148336938436.417
ZEG.L,2021,2021-12-31,EUR,5127758.68715782
DTGGe.DE,2021,2021-12-31,EUR,26334460224.0
PSON.L,2021,2021-12-31,EUR,5522893383.9945
KEMIRA.HE,2021,2021-12-31,EUR,2094017668.36
FHZN.S,2021,2021-12-31,EUR,4989665685.2104
BATS.L,2021,2021-12-31,EUR,74649156444.6658
AVANZ.ST,2021,2021-12-31,EUR,5058508841.14659
FLS.CO,2021,2021-12-31,EUR,1963330396.68844
GALD.S,2021,2021-12-31,EUR,
SCAb.ST,2021,2021-12-31,EUR,10827006274.0304
ISP.MI,2021,2021-12-31,EUR,45564436450.225
SKFb.ST,2021,2021-12-31,EUR,9667000159.05651
VLLP.PA,2021,2021-12-31,EUR,2014570166.4
NDAFI.HE,2021,2021-12-31,EUR,43200823277.04
ROCKb.CO,2021,2021-12-31,EUR,7679345651.62586
LISP.S,2021,2021-12-31,EUR,28937731195.5644
RS1R.L,2021,2021-12-31,EUR,6759740153.9832
RUBF.PA,2021,2021-12-31,EUR,2616266512.64571
ENGIE.PA,2021,2021-12-31,EUR,30129394861.7922
SGRO.L,2021,2021-12-31,EUR,20556846817.5617
EVDG.DE,2021,2021-12-31,EUR,6414720000.0
HSX.L,2021,2021-12-31,EUR,3549289007.30155
YAR.OL,2021,2021-12-31,EUR,11894560707.6816
ACCP.PA,2021,2021-12-31,EUR,7449810824.6
ADDTb.ST,2021,2021-12-31,EUR,5731178263.5609
BOL.ST,2021,2021-12-31,EUR,8750195105.66517
HSBA.L,2021,2021-12-31,EUR,105872927707.558
HOCM.L,2021,2021-12-31,EUR,795641678.753842
CBKG.DE,2021,2021-12-31,EUR,8755232219.294
SAF.PA,2021,2021-12-31,EUR,45996509398.56
ENEI.MI,2021,2021-12-31,EUR,73149262211.47
SHLG.DE,2021,2021-12-31,EUR,74989440000.0
GL9.I,2021,2021-12-31,EUR,3532182943.5
BMPS.MI,2021,2021-12-31,EUR,910183793.492096
MWDP.PA,2021,2021-12-31,EUR,4716433192.2
ADSGn.DE,2021,2021-12-31,EUR,49773110000.0
UBSG.S,2021,2021-12-31,EUR,59315712334.5198
ELI.BR,2021,2021-12-31,EUR,7943145347.54443
HNRGn.DE,2021,2021-12-31,EUR,20471363496.5
HIAB.HE,2021,2021-12-31,EUR,1702362672.69242
LIGHT.AS,2021,2021-12-31,EUR,5233878025.64
DGE.L,2021,2021-12-31,EUR,111760640346.909
GBLB.BR,2021,2021-12-31,EUR,15347806800.0
LGEN.L,2021,2021-12-31,EUR,21138482761.6953
SAMPO.HE,2021,2021-12-31,EUR,21463870900.0703
TKAG.DE,2021,2021-12-31,EUR,4574152194.6078
SUBC.OL,2021,2021-12-31,EUR,1966003619.52198
EDP.LS,2021,2021-12-31,EUR,19162170649.984
RR.L,2021,2021-12-31,EUR,12236697400.2462
ASRNL.AS,2021,2021-12-31,EUR,5591316762.0
MBGn.DE,2021,2021-12-31,EUR,73497832608.9
BYG.L,2021,2021-12-31,EUR,3737285203.38165
INPST.AS,2021,2021-12-31,EUR,5299000000.0
BKWB.S,2021,2021-12-31,EUR,6073369663.36634
TUI1n.DE,2021,2021-12-31,EUR,4609074382.21013
CARLb.CO,2021,2021-12-31,EUR,22882986552.4282
AIXGn.DE,2021,2021-12-31,EUR,2098168210.4
VATN.S,2021,2021-12-31,EUR,1378381632.18
MRL.MC,2021,2021-12-31,EUR,4559594899.5
ERICb.ST,2021,2021-12-31,EUR,32608620848.4919
AD.AS,2021,2021-12-31,EUR,31512921639.465
TE.PA,2021,2021-12-31,EUR,2305388024.38
SFSN.S,2021,2021-12-31,EUR,4562743811.88119
ABBN.S,2021,2021-12-31,EUR,67347249655.1514
SBNOR.OL,2021,2021-12-31,EUR,1098677525.93713
DBKGn.DE,2021,2021-12-31,EUR,23453741490.588
BNRGn.DE,2021,2021-12-31,EUR,12292020000.0
BZU.MI,2021,2021-12-31,EUR,3717684772.2
ABVX.PA,2021,2021-12-31,EUR,476564251.4
NESTE.HE,2021,2021-12-31,EUR,34176047306.94
TSCO.L,2021,2021-12-31,EUR,26451834356.5328
DKSH.S,2021,2021-12-31,EUR,4683850023.93589
ITX.MC,2021,2021-12-31,EUR,89323246320.0
ADML.L,2021,2021-12-31,EUR,10114131999.0033
MOBN.S,2021,2021-12-31,EUR,1946069924.76496
PGHN.S,2021,2021-12-31,EUR,38557099900.9901
VSURE.ST,2021,2021-12-31,EUR,
SALM.OL,2021,2021-12-31,EUR,7186222097.3674
CARR.PA,2021,2021-12-31,EUR,12293833760.4929
DHLn.DE,2021,2021-12-31,EUR,69461670468.54
BAER.S,2021,2021-12-31,EUR,13072792211.9122
STAN.L,2021,2021-12-31,EUR,16431391919.4438
NESN.S,2021,2021-12-31,EUR,350428647425.743
SPMI.MI,2021,2021-12-31,EUR,1926678832.76175
LVMH.PA,2021,2021-12-31,EUR,366958585453.0
DNB.OL,2021,2021-12-31,EUR,31525940768.1763
VOES.VI,2021,2021-12-31,EUR,5795705830.98
GEBN.S,2021,2021-12-31,EUR,25816413196.7554
RAAG.DE,2021,2021-12-31,EUR,10187520000.0
BRBY.L,2021,2021-12-31,EUR,8703477864.43056
TLIT.MI,2021,2021-12-31,EUR,9460741575.5062
KNEBV.HE,2021,2021-12-31,EUR,32981362078.0
SAN.MC,2021,2021-12-31,EUR,51163562161.551
PRTP.PA,2021,2021-12-31,EUR,88145422320.4
NDXG.DE,2021,2021-12-31,EUR,2315504109.90888
PNDORA.CO,2021,2021-12-31,EUR,10910843323.7126
AYV.PA,2021,2021-12-31,EUR,5229103006.25479
ZURN.S,2021,2021-12-31,EUR,58935962472.1194
ABI.BR,2021,2021-12-31,EUR,107363059761.49
HEXAb.ST,2021,2021-12-31,EUR,38432702797.2941
ASMI.AS,2021,2021-12-31,EUR,19161897047.8
HEIN.AS,2021,2021-12-31,EUR,56943618321.18
KGF.L,2021,2021-12-31,EUR,8360958262.90642
AVOL.S,2021,2021-12-31,EUR,4215216888.72484
MNG.L,2021,2021-12-31,EUR,6171475600.23709
BAMI.MI,2021,2021-12-31,EUR,4115234654.216
HAGG.DE,2021,2021-12-31,EUR,1318800000.0
A2.MI,2021,2021-12-31,EUR,5413660318.656
TPE.WA,2021,2021-12-31,EUR,1024721737.52285
BEIJb.ST,2021,2021-12-31,EUR,7247469520.2406
FNTGn.DE,2021,2021-12-31,EUR,2989123654.98443
CLNX.MC,2021,2021-12-31,EUR,34469088715.76
VWS.CO,2021,2021-12-31,EUR,26935025079.5569
KPN.AS,2021,2021-12-31,EUR,11473765222.92
ITRK.L,2021,2021-12-31,EUR,10813734285.1261
TTEF.PA,2021,2021-12-31,EUR,117842360953.27
MTXGn.DE,2021,2021-12-31,EUR,9971166556.8
DSFIR.AS,2021,2021-12-31,EUR,
AGES.BR,2021,2021-12-31,EUR,8701558980.4
SCMN.S,2021,2021-12-31,EUR,25830438795.036
VID.MC,2021,2021-12-31,EUR,2459319874.68155
TEF.MC,2021,2021-12-31,EUR,22281119767.2155
PIRC.MI,2021,2021-12-31,EUR,6152000000.0
PHG.AS,2021,2021-12-31,EUR,28960948787.6652
DAST.PA,2021,2021-12-31,EUR,69552469802.1
LAND.L,2021,2021-12-31,EUR,6851184488.22501
INF.L,2021,2021-12-31,EUR,9241197224.58887
TENR.MI,2021,2021-12-31,EUR,11302459610.42
III.L,2021,2021-12-31,EUR,16782532287.4568
RMV.L,2021,2021-12-31,EUR,8015565924.93367
CCH.L,2021,2021-12-31,EUR,11125936269.4803
PSHG_p.DE,2021,2021-12-31,EUR,26656000000.0
CWK.L,2021,2021-12-31,EUR,2333926808.03101
ACS.MC,2021,2021-12-31,EUR,7202273527.65595
BKT.MC,2021,2021-12-31,EUR,4101526260.702
ACPP.WA,2021,2021-12-31,EUR,1549929083.43757
GETP.PA,2021,2021-12-31,EUR,8024627520.0
STLAM.MI,2021,2021-12-31,EUR,54285631055.856
KCRA.HE,2021,2021-12-31,EUR,2870206881.61329
MBK.WA,2021,2021-12-31,EUR,4216932745.72262
ELISA.HE,2021,2021-12-31,EUR,9113068075.58
SBRY.L,2021,2021-12-31,EUR,7409932981.19776
SWECb.ST,2021,2021-12-31,EUR,5935908272.67661
SGSN.S,2021,2021-12-31,EUR,22281163139.0614
BAB.L,2021,2021-12-31,EUR,1917044422.13248
KNIN.S,2021,2021-12-31,EUR,33805535651.1143
NEXII.MI,2021,2021-12-31,EUR,18755392582.22
DNP.WA,2021,2021-12-31,EUR,7766867847.17359
DTEGn.DE,2021,2021-12-31,EUR,82505943929.416
FBK.MI,2021,2021-12-31,EUR,9584574885.55
ISS.CO,2021,2021-12-31,EUR,3194026461.90253
IHG.L,2021,2021-12-31,EUR,10416451565.5072
BESI.AS,2021,2021-12-31,EUR,5894159506.84
GALE.S,2021,2021-12-31,EUR,3306754950.49505
SATG_p.DE,2021,2021-12-31,EUR,40427712000.0
SAABb.ST,2021,2021-12-31,EUR,3013337656.41563
BARN.S,2021,2021-12-31,EUR,11654269376.3723
REDE.MC,2021,2021-12-31,EUR,10391441400.0
EMG.L,2021,2021-12-31,EUR,3772736941.58197
ARDS.AS,2021,2021-12-31,EUR,3829343536.94
ROR.L,2021,2021-12-31,EUR,3657056857.90565
UTG.L,2021,2021-12-31,EUR,5274702417.12604
BVI.PA,2021,2021-12-31,EUR,13200023918.54
CFR.S,2021,2021-12-31,EUR,138650789986.758
